2019-05-02 16:28:01.509 [main] INFO  - [CEO, Andrey, Holenkov, 0, 200]
2019-05-03 21:36:43.754 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-03 21:36:43.768 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-03 21:37:18.588 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-03 21:37:18.603 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-03 21:37:45.377 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-03 21:37:45.392 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-03 21:38:54.030 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-03 21:38:54.048 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-03 21:40:34.783 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-03 21:40:34.799 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-03 21:41:57.626 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-03 21:41:57.642 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-03 21:42:20.695 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-03 21:42:20.707 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-04 18:02:08.947 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-04 18:02:09.058 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
2019-05-05 12:56:34.549 [main] INFO  - [[Development, Junior Developer, Andrey, Holenkov, 1, 400], [Development, Senior Developer, Evgeny, Petrov, 5, 1600], [Development, Senior Developer, Ivan, Ivanov, 7, 1800], [Development, Middle Developer, Nataly, Gulevich, 3, 900], [Development, Middle Developer, Dmitry, Goman, 2, 1100], [Development, Team Lead, Alexander, Chorba, 6, 2500], [Development, Junior Developer, Tania, Kurs, 2, 550], [Management, Project Manager, Pavel, Sidorov, 3, 2000], [Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300], [Management, Sales Manager, Pavel, Prostov, 2, 770], [Management, Junior Sales Manager, Alexey, Protas, 1, 500], [Management, Product Manager, Alexander, Frolov, 3, 950], [Management, Junior Sales Manager, Zinaida, Letova, 2, 600], [QA Department, Lead Tester, Olga, Mager, 4, 1400], [QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800], [QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450], [QA Department, Middle QA Engineer, Ury, Selvich, 2, 800], [QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000], [QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480]]
2019-05-05 12:56:34.615 [main] INFO  - EmployeesRepository [employees=[Employee [position=Junior Developer, firstName=Andrey, lastName=Holenkov, experience=1, salary=400], Employee [position=Senior Developer, firstName=Evgeny, lastName=Petrov, experience=5, salary=1600], Employee [position=Senior Developer, firstName=Ivan, lastName=Ivanov, experience=7, salary=1800], Employee [position=Middle Developer, firstName=Nataly, lastName=Gulevich, experience=3, salary=900], Employee [position=Middle Developer, firstName=Dmitry, lastName=Goman, experience=2, salary=1100], Employee [position=Team Lead, firstName=Alexander, lastName=Chorba, experience=6, salary=2500], Employee [position=Junior Developer, firstName=Tania, lastName=Kurs, experience=2, salary=550], Employee [position=Project Manager, firstName=Pavel, lastName=Sidorov, experience=3, salary=2000], Employee [position=Senior Project Manager, firstName=Alex, lastName=Mitrofanov, experience=5, salary=2300], Employee [position=Sales Manager, firstName=Pavel, lastName=Prostov, experience=2, salary=770], Employee [position=Junior Sales Manager, firstName=Alexey, lastName=Protas, experience=1, salary=500], Employee [position=Product Manager, firstName=Alexander, lastName=Frolov, experience=3, salary=950], Employee [position=Junior Sales Manager, firstName=Zinaida, lastName=Letova, experience=2, salary=600], Employee [position=Lead Tester, firstName=Olga, lastName=Mager, experience=4, salary=1400], Employee [position=Lead Tester, firstName=Katerina, lastName=Tamanovich, experience=5, salary=1800], Employee [position=Junior QA Engineer, firstName=Vladimir, lastName=Okulik, experience=1, salary=400], Employee [position=Junior QA Engineer, firstName=Konstantin, lastName=Orehov, experience=2, salary=450], Employee [position=Middle QA Engineer, firstName=Ury, lastName=Selvich, experience=2, salary=800], Employee [position=Middle QA Engineer, firstName=Dmitry, lastName=Marhonko, experience=3, salary=1000], Employee [position=Junior QA Engineer, firstName=Valery, lastName=Gorodko, experience=2, salary=480]]]
